prodName,prodId,sponsoredProduct,sellPrice,ListPrice,freeShip,AveRating,reviewCount,brandName,sellerName,pageNum,pageRank,prodURL
"OVERPOWERED Gaming Laptop 17+, 2 Year Warranty, 144Hz, Intel i7-8750H, NVIDIA GeForce GTX 1060, Mechanical LED Keyboard, 256 SSD, 2TB HDD, 32GB RAM, Windows 10",87474519,FALSE,$999.00 ,,Not Available,4.2241,58,Not Available,Walmart,14,6,/ip/OVERPOWERED-Gaming-Laptop-17-2-Year-Warranty-144Hz-Intel-i7-8750H-NVIDIA-GeForce-GTX-1060-Mechanical-LED-Keyboard-256-SSD-2TB-HDD-32GB-RAM-Windows-10/887474519
"Lenovo ThinkPad P51 Workstation Touch Laptop - Windows 7 Pro - Intel E3-1535M, 32GB RAM, 2TB PCIe NVMe SSD + 1TB HDD, 15.6"" FHD IPS (1920x1080) Touchscreen, NVIDIA Quadro M2200M, Smart Card Reader",40207958,FALSE,"$4,099.15 ",,Not Available,0,,Lenovo,Deus PC,14,7,/ip/Lenovo-ThinkPad-P51-Workstation-Touch-Laptop-Windows-7-Pro-Intel-E3-1535M-32GB-RAM-2TB-PCIe-NVMe-SSD-1TB-HDD-15-6-FHD-IPS-1920x1080-Touchscreen-NVIDI/940207958
"Acer Aspire E 15 E5-576-392H 15.6"" LCD Notebook - Intel Core i3 (8th Gen) i3-8130U Dual-core (2 Core) 2.20 GHz - 6 GB DDR3L SDRAM - 1 TB HDD - Windows 10 Home 64-bit - 1920 x 1080 - Laptop",50526182,FALSE,$407.99 ,,Available,5,1,Acer,uShopMall,14,8,/ip/Acer-Aspire-E-15-E5-576-392H-15-6-LCD-Notebook-Intel-Core-i3-8th-Gen-i3-8130U-Dual-core-2-Core-2-20-GHz-6-GB-DDR3L-SDRAM-1-TB-HDD-Windows-10-Home-64-/350526182
"Asus ROG Strix GL503VM Core i7-7700HQ 15.6"" FHD (1920*1080) GTX 1060 256GB NVMe/PCIE SSD + 1TB SSHD Gaming Laptop",41955133,FALSE,"$1,659.00 ",,Not Available,0,,ASUS,Coldriver20 Electronics Inc,14,9,/ip/Asus-ROG-Strix-GL503VM-Core-i7-7700HQ-15-6-FHD-1920-1080-GTX-1060-256GB-NVMe-PCIE-SSD-1TB-SSHD-Gaming-Laptop/941955133
"ASUS ROG Strix Gaming Laptop 17.3"", Intel Core i7-8750, NVIDIA GeForce GTX 1070 8GB, 256GB SSD + 1TB SSHD Storage, 16GB RAM, GL703GS-DS74",46348209,FALSE,"$1,699.00 ",,Not Available,0,,ASUS,MichaelElectronics2,14,10,/ip/ASUS-ROG-Strix-Gaming-Laptop-17-3-Intel-Core-i7-8750-NVIDIA-GeForce-GTX-1070-8GB-256GB-SSD-1TB-SSHD-Storage-16GB-RAM-GL703GS-DS74/346348209
Dell Latitude E6410 Laptop Intel Core i5 2.4GHz 4GB RAM 120GB SSD Windows 7 Pro,99283922,FALSE,$149.99 ,,Not Available,0,,Dell,Renewable Technology Resources,14,11,/ip/Dell-Latitude-E6410-Laptop-Intel-Core-i5-2-4GHz-4GB-RAM-120GB-SSD-Windows-7-Pro/899283922
"14"" Full HD IPS screen Laptop, Ultra-Slim Laptop, Windows 10, Intel Atom Quad Core Processor, 2GB RAM, 32GB Flash Storage with a Carry Case included",54265082,FALSE,$205.56 ,,Available,2.787,108,EPIK,Walmart,14,12,/ip/14-Full-HD-IPS-screen-Laptop-Ultra-Slim-Laptop-Windows-10-Intel-Atom-Quad-Core-Processor-2GB-RAM-32GB-Flash-Storage-with-a-Carry-Case-included/54265082
Refurbished Dell Latitude E6420 2.8GHz i7 8GB 500GB DVD Windows 10 Pro 64 Laptop CAM,8394781,FALSE,$233.88 ,,Not Available,3.6667,3,Dell,Zoom,14,13,/ip/Refurbished-Dell-Latitude-E6420-2-8GHz-i7-8GB-500GB-DVD-Windows-10-Pro-64-Laptop-CAM/108394781
"Dell G5 Gaming Laptop 15.6"" Full HD, Intel Core i7-8750H, NVIDIA GeForce GTX 1050 Ti 4GB, 1TB HDD + 128GB SSD Storage, 8GB RAM, G5587-7037RED-PUS",32628379,FALSE,$899.99 ,"$1,099.00 ",Not Available,4.2204,2182,Dell,Walmart,14,14,/ip/Dell-G5-Gaming-Laptop-15-6-Full-HD-Intel-Core-i7-8750H-NVIDIA-GeForce-GTX-1050-Ti-4GB-1TB-HDD-128GB-SSD-Storage-8GB-RAM-G5587-7037RED-PUS/632628379
"ASUS - 11.6"" Laptop - Intel Celeron - 2GB Memory - 32GB eMMC Flash Memory - Star Gray Model: E203MA-TBCL232A Notebook PC Computer",40001378,FALSE,$173.68 ,,Not Available,4,2,ASUS,Tech Mate Deals,14,15,/ip/ASUS-11-6-Laptop-Intel-Celeron-2GB-Memory-32GB-eMMC-Flash-Memory-Star-Gray-Model-E203MA-TBCL232A-Notebook-PC-Computer/740001378
"Dell XPS 15 9570 Laptop, 15.6"", Intel Core i5-8300H, NVIDIA GeForce GTX 1050 4GB, 256GB SSD, 8GB RAM, XPS9570-5804SLV-PUS",75696451,FALSE,"$1,399.00 ","$1,749.00 ",Available,3.9594,4536,Dell,Beach Camera,14,16,/ip/Dell-XPS-15-9570-Laptop-15-6-Intel-Core-i5-8300H-NVIDIA-GeForce-GTX-1050-4GB-256GB-SSD-8GB-RAM-XPS9570-5804SLV-PUS/275696451
"Dell Inspiron 15 High Performane Home and Business Laptop (Intel Pentium N5000 Processor, 4GB RAM, 500GB HDD, 15.6 HD (1366 x 768) Widescreen LED, WiFi, Bluetooth, Win 10 Home)",10109436,FALSE,$299.00 ,,Not Available,0,,Dell ,MichaelElectronics2,14,17,/ip/Dell-Inspiron-15-High-Performane-Home-Business-Laptop-Intel-Pentium-N5000-Processor-4GB-RAM-500GB-HDD-15-6-HD-1366-x-768-Widescreen-LED-WiFi-Bluetoot/210109436
"HP 15DA0076NR 15-da0076nr 15.6"" Intel Core i3, 8GB, 1TB, Windows 10 Touchscreen Laptop",54926544,FALSE,$459.00 ,,Not Available,0,,HP,Electronic Express,14,18,/ip/HP-15DA0076NR-15-da0076nr-15-6-Intel-Core-i3-8GB-1TB-Windows-10-Touchscreen-Laptop/454926544
"HP Envy 15-BQ110NR 15.6 inch FHD IPS Ash Silver Touch Laptop, Windows 10 Home, R5-2500U QC Processor, 8GB Memory, 256 GB SSD Hard Drive, Backlit Keyboard",24796097,FALSE,$649.99 ,$829.99 ,Not Available,5,1,HP,Beach Camera,14,19,/ip/HP-Envy-15-BQ110NR-15-6-inch-FHD-IPS-Ash-Silver-Touch-Laptop-Windows-10-Home-R5-2500U-QC-Processor-8GB-Memory-256-GB-SSD-Hard-Drive-Backlit-Keyboard/624796097
"ASUS VivoBook Pro 17 N705UN-ES76 FHD 17.3"" Laptop i7-8550U 8GB 1TB 256GB SSD",33559470,FALSE,"$1,069.99 ",,Not Available,0,,ASUS,DemProductSales,14,20,/ip/ASUS-VivoBook-Pro-17-N705UN-ES76-FHD-17-3-Laptop-i7-8550U-8GB-1TB-256GB-SSD/533559470
"HP Turbo Silver 15.6"" 15-ac143wm Laptop PC with Intel Core i5-5200U Processor, 6GB Memory, 1TB Hard Drive and Windows 10 Home",46429964,FALSE,$695.00 ,,Not Available,3.4595,37,HP,El Chasqui USA Company,15,1,/ip/HP-Turbo-Silver-15-6-15-ac143wm-Laptop-PC-with-Intel-Core-i5-5200U-Processor-6GB-Memory-1TB-Hard-Drive-and-Windows-10-Home/46429964
"HP Envy 15-BQ110NR 15.6 inch FHD IPS Ash Silver Touch Laptop, Windows 10 Home, R5-2500U QC Processor, 8GB Memory, 256 GB SSD Hard Drive, Backlit Keyboard",24796097,FALSE,$649.99 ,$829.99 ,Not Available,5,1,HP,Beach Camera,15,2,/ip/HP-Envy-15-BQ110NR-15-6-inch-FHD-IPS-Ash-Silver-Touch-Laptop-Windows-10-Home-R5-2500U-QC-Processor-8GB-Memory-256-GB-SSD-Hard-Drive-Backlit-Keyboard/624796097
"Refurbished Dell E6430 14.0"" Laptop, Windows 10 Pro, Intel Core i5-3320M Processor, 8GB RAM, 1TB Hard Drive",55536498,FALSE,$263.12 ,,Not Available,0,,Dell,Your EPower,15,3,/ip/Refurbished-Dell-E6430-14-0-Laptop-Windows-10-Pro-Intel-Core-i5-3320M-Processor-8GB-RAM-1TB-Hard-Drive/55536498
"HP 14-CA070NR Chalkboard Gray 14 inch HD Touch Chromebook, Chrome OS, Celeron N3350 DC Processor, 4GB Memory, 32GB eMMC Storage, UMA graphics, B&O Play",81886666,FALSE,$289.00 ,,Not Available,4.0435,23,HP,Walmart,15,4,/ip/HP-14-CA070NR-Chalkboard-Gray-14-inch-HD-Touch-Chromebook-Chrome-OS-Celeron-N3350-DC-Processor-4GB-Memory-32GB-eMMC-Storage-UMA-graphics-B-O-Play/381886666
"Acer Aspire R15-571T-57Z0 Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 1 TB HDD 15.6"" Touchscreen 1920 x 1080 Convertible 2-in-1 Laptop Windows 10 Home",15814163,FALSE,$549.00 ,,Not Available,4.6957,23,Acer,Tiger Tech,15,5,/ip/Acer-Aspire-R15-571T-57Z0-Intel-Core-i5-7th-Gen-7200U-2-50-GHz-8-GB-Memory-1-TB-HDD-15-6-Touchscreen-1920-x-1080-Convertible-2-in-1-Laptop-Windows-10/715814163
"HP Pavilion 15-CU0071NR Mineral Silver 15.6 inch Touch Laptop, Windows 10, Core i3-8130U DC Processor, 8GB Memory, 1TB Hard Drive, UMA Graphics, DVD, B&O Play",38579313,FALSE,$599.99 ,,Not Available,0,,HP,Walmart,15,6,/ip/HP-Pavilion-15-CU0071NR-Mineral-Silver-15-6-inch-Touch-Laptop-Windows-10-Core-i3-8130U-DC-Processor-8GB-Memory-1TB-Hard-Drive-UMA-Graphics-DVD-B-O-Pl/838579313
Refurbished Apple MacBook Pro 13.3 Intel Core 2 Duo 2.26GHz 2GB 160GB Laptop MB990LL/A (Scratch and Dent),71915999,FALSE,$358.94 ,,Not Available,0,,Apple,Always.Deals,15,7,/ip/Refurbished-Apple-MacBook-Pro-13-3-Intel-Core-2-Duo-2-26GHz-2GB-160GB-Laptop-MB990LL-A-Scratch-and-Dent/171915999
"Dell XPS 13 9360 13.3"" Touchscreen Laptop i5-7200U 8GB 128GB SSD Windows 10 Home",28387140,FALSE,$928.95 ,,Not Available,3,2,Dell,DealClock,15,8,/ip/Dell-XPS-13-9360-13-3-Touchscreen-Laptop-i5-7200U-8GB-128GB-SSD-Windows-10-Home/328387140
"HP Pavilion 17-ar050wm, 17.3"" Laptop, Full HD IPS Dislpay, Windows 10 Home, AMD A10-9620P QC, 8GB Memory, 1TB Hard Drive, Mineral Silver (Refurbished)",75196440,FALSE,$449.99 ,,Available,0,,HP,Premier Deals,15,9,/ip/HP-Pavilion-17-ar050wm-17-3-Laptop-Full-HD-IPS-Dislpay-Windows-10-Home-AMD-A10-9620P-QC-8GB-Memory-1TB-Hard-Drive-Mineral-Silver-Refurbished/175196440
"ASUS ZenBook 14 Ultra-Slim Laptop 14” FHD Nano-Edge Bezel, 8th-Gen Intel Core i7-8565U Processor, 16GB LPDDR3, 512GB PCIe SSD, Backlit KB, NumberPad, Windows 10 - UX433FA-DH74, Royal Blue",98784301,FALSE,"$1,199.00 ",,Not Available,0,,ASUS,Walmart,15,10,/ip/ASUS-ZenBook-14-Ultra-Slim-Laptop-14-FHD-Nano-Edge-Bezel-8th-Gen-Intel-Core-i7-8565U-Processor-16GB-LPDDR3-512GB-PCIe-SSD-Backlit-KB-NumberPad-Window/298784301
"Refurbished Dell Latitude E5440 14"" Laptop, Windows 10 Pro, Intel Core i5-4300U Processor, 8GB RAM, 500GB Hard Drive",56014067,FALSE,$233.99 ,,Not Available,4.4615,13,Dell,Zoom,15,11,/ip/Refurbished-Dell-Latitude-E5440-14-Laptop-Windows-10-Pro-Intel-Core-i5-4300U-Processor-8GB-RAM-500GB-Hard-Drive/56014067
"Microsoft Surface Laptop 2 13.5"" Intel Core i7 8GB RAM 256GB SSD (Latest Model) Cobalt Blue  -  LQQ-00038 - Cobalt Blue - 8th Generation i7-8650U Quad-core - 8MB SmartCache - 2256 x 1504 - 802.11",88750154,FALSE,,,Not Available,0,,Microsoft,antonline.com,15,12,/ip/Microsoft-Surface-Laptop-2-13-5-Intel-Core-i7-8GB-RAM-256GB-SSD-Latest-Model-Cobalt-Blue-LQQ-00038-Cobalt-Blue-8th-Generation-i7-8650U-Quad-core-8MB-/888750154
"Refurbished HP Zbook 15 15.6"" Laptop, Windows 10 Pro, Intel Core i7-4800MQ Processor, 16GB RAM, 256GB Solid State Drive",54059836,FALSE,$511.11 ,,Not Available,5,2,HP,Walmart,15,13,/ip/Refurbished-HP-Zbook-15-15-6-Laptop-Windows-10-Pro-Intel-Core-i7-4800MQ-Processor-16GB-RAM-256GB-Solid-State-Drive/54059836
"ASUS ROG Strix Gaming Laptop 15.6"", Intel Core i5-8300H, NVIDIA GeForce GTX 1050 Ti 4GB, 128GB SSD + 1TB SSHD Storage, 8GB RAM, GL503GE-ES52",33648919,FALSE,$839.99 ,,Not Available,3.2,15,ASUS,Walmart,15,14,/ip/ASUS-ROG-Strix-Gaming-Laptop-15-6-Intel-Core-i5-8300H-NVIDIA-GeForce-GTX-1050-Ti-4GB-128GB-SSD-1TB-SSHD-Storage-8GB-RAM-GL503GE-ES52/733648919
"Dell G3 Gaming Laptop 15.6"" Full HD, Intel Core i7-8750H, NVIDIA GeForce GTX 1050 Ti 4GB, 1TB HDD Storage, 24GB Total Memory (8GB + 16GB Intel Optane), G3579-7283BLK-PUS",12015520,FALSE,$819.99 ,,Not Available,3.2857,7,Dell,Walmart,15,15,/ip/Dell-G3-Gaming-Laptop-15-6-Full-HD-Intel-Core-i7-8750H-NVIDIA-GeForce-GTX-1050-Ti-4GB-1TB-HDD-Storage-24GB-Total-Memory-8GB-16GB-Intel-Optane-G3579-7/712015520
"HP Silver 17.3"" Pavilion 17-g121wm Laptop PC with AMD A10-8700P Processor, 8GB Memory, 1TB Hard Drive and Windows 10 Home",46429956,FALSE,$498.00 ,,Not Available,3.3368,95,HP,El Chasqui USA Company,15,16,/ip/HP-Silver-17-3-Pavilion-17-g121wm-Laptop-PC-with-AMD-A10-8700P-Processor-8GB-Memory-1TB-Hard-Drive-and-Windows-10-Home/46429956
"Refurbished Dell 14"" E5430 Laptop PC with Intel Core i5-3320M Processor, 8GB Memory, 500GB Hard Drive and Windows 10 Pro",47085636,FALSE,$190.99 ,,Not Available,3.8571,14,Latitude,"ASN Depot, Inc.",15,17,/ip/Refurbished-Dell-14-E5430-Laptop-PC-with-Intel-Core-i5-3320M-Processor-8GB-Memory-500GB-Hard-Drive-and-Windows-10-Pro/47085636
"MSI GL63 Performance Gaming Laptop 15.6"", Intel Core i7-8750, NVIDIA GeForce GTX 1060 6G, 256GB SSD + 1TB HDD, 16GB RAM, Windows 10, VR Ready, Black - GL63639 - Free COD4 Black Ops (details below)",41201459,FALSE,"$1,049.99 ",,Not Available,4.55,20,MSI,Walmart,15,18,/ip/MSI-GL63-Performance-Gaming-Laptop-15-6-Intel-Core-i7-8750-NVIDIA-GeForce-GTX-1060-6G-256GB-SSD-1TB-HDD-16GB-RAM-Windows-10-VR-Ready-Black-GL63639-Fr/141201459
"Dell Inspiron 17 5000 i5767 17.3"" Laptop, Windows 10 Home, Intel Core i5-7200U Processor, 8GB RAM, 1TB Hard Drive",54906453,FALSE,$986.00 ,,Not Available,3.7493,3722,Dell,PT ELIFE LLC,15,19,/ip/Dell-Inspiron-17-5000-i5767-17-3-Laptop-Windows-10-Home-Intel-Core-i5-7200U-Processor-8GB-RAM-1TB-Hard-Drive/54906453
"Acer Swift 3 SF314-51-76R9 14.1"" Laptop, Windows 10 Home, Intel Core i7-6500U Processor, 8GB RAM, 256GB Solid State Drive",54735609,FALSE,$826.67 ,,Not Available,3.6,5,Acer,Walmart,15,20,/ip/Acer-Swift-3-SF314-51-76R9-14-1-Laptop-Windows-10-Home-Intel-Core-i7-6500U-Processor-8GB-RAM-256GB-Solid-State-Drive/54735609
"Acer Swift 3 SF314-51-76R9 14.1"" Laptop, Windows 10 Home, Intel Core i7-6500U Processor, 8GB RAM, 256GB Solid State Drive",54735609,FALSE,$826.67 ,,Not Available,3.6,5,Acer,Walmart,16,1,/ip/Acer-Swift-3-SF314-51-76R9-14-1-Laptop-Windows-10-Home-Intel-Core-i7-6500U-Processor-8GB-RAM-256GB-Solid-State-Drive/54735609
Refurbished Dell Latitude E6520 i7 2.7GHz 8GB 500GB DVD Windows 10 Pro 64 Laptop,9001670,FALSE,$468.79 ,,Not Available,0,,Dell,Your EPower,16,2,/ip/Refurbished-Dell-Latitude-E6520-i7-2-7GHz-8GB-500GB-DVD-Windows-10-Pro-64-Laptop/109001670
"Dell Latitude E6420, Core i5, 8GB, 240GB SSD, 14” Display, Win 10 Pro Laptop (Manufacturer Refurbished)",67471538,FALSE,$283.10 ,,Not Available,3,4,Dell,Your EPower,16,3,/ip/Dell-Latitude-E6420-Core-i5-8GB-240GB-SSD-14-Display-Win-10-Pro-Laptop-Manufacturer-Refurbished/267471538
"HP Spectre x360 15t Convertible 2-in-1 Laptop (Intel 8th Gen i7-8705G 3.1 GHz, 32GB RAM, 2TB PCIe SSD, 15.6"" UHD 4K Touch 3840x2160, Radeon RX Vega, Fingerprint, TPM, Thunderbolt, HP Pen, Win 10 Pro)",94291451,FALSE,"$3,249.00 ","$4,224.99 ",Not Available,0,,HP,MichaelElectronics2,16,4,/ip/HP-Spectre-x360-15t-Convertible-2-in-1-Laptop-Intel-8th-Gen-i7-8705G-3-1-GHz-32GB-RAM-2TB-PCIe-SSD-15-6-UHD-4K-Touch-3840x2160-Radeon-RX-Vega-Fingerp/994291451
"Dell XPS9560-5000SLV 15.6"" with 4K Touch Display Core i5 8GB, 256GB SSD GTX 1050 Ultra Thin and Light Laptop",23132611,FALSE,"$1,594.11 ",,Not Available,3.3947,38,Dell,MASTERTRONICS,16,5,/ip/Dell-XPS9560-5000SLV-15-6-with-4K-Touch-Display-Core-i5-8GB-256GB-SSD-GTX-1050-Ultra-Thin-and-Light-Laptop/823132611
Refurbished Dell Latitude E6430 i5 2.7GHz 4GB 320GB DVD Windows 10 Pro 64 Laptop B Camera,15614918,FALSE,$183.99 ,,Not Available,5,1,Dell,Zoom,16,6,/ip/Refurbished-Dell-Latitude-E6430-i5-2-7GHz-4GB-320GB-DVD-Windows-10-Pro-64-Laptop-B-Camera/115614918
"HP Pavilion 15.6"" Gaming Laptop Intel Core i5+8300H, NVIDIA GeForce GTX 1050 4GB GPU, 8GB RAM, 16 GB Intel Optane + 1TB HDD Storage, Windows 10, 15-cx0058wm (Certified Refurbished)",20398420,FALSE,$619.99 ,,Available,5,1,HP,Premier Deals,16,7,/ip/HP-Pavilion-15-6-Gaming-Laptop-Intel-Core-i5-8300H-NVIDIA-GeForce-GTX-1050-4GB-GPU-8GB-RAM-16-GB-Intel-Optane-1TB-HDD-Storage-Windows-10-15-cx0058wm-/720398420
"HP Chromebook 11 G6 EE 11.6"" Chomebook Laptop N3350 4GB 16GB eMMC 3NU57UT",76124891,FALSE,$269.40 ,,Not Available,1,2,HP,Walmart,16,8,/ip/HP-Chromebook-11-G6-EE-11-6-Chomebook-Laptop-N3350-4GB-16GB-eMMC-3NU57UT/176124891
"Refurbished Dell Latitude E6430 14"" Laptop, Windows 10 Home, Intel Core i5-3210M Processor, 8GB RAM, 320GB Hard Drive",55727664,FALSE,$229.03 ,,Not Available,4.3571,14,Dell,Your EPower,16,9,/ip/Refurbished-Dell-Latitude-E6430-14-Laptop-Windows-10-Home-Intel-Core-i5-3210M-Processor-8GB-RAM-320GB-Hard-Drive/55727664
ASUS VivoBook Flip 12 Thin & Light 2-in-1 HD Touchscreen Laptop 4GB/64GB,31215339,FALSE,$326.73 ,,Not Available,0,,ASUS,DealClock,16,10,/ip/ASUS-VivoBook-Flip-12-Thin-Light-2-in-1-HD-Touchscreen-Laptop-4GB-64GB/531215339
"HP 15-ba015wm 15.6"" Laptop E2-7110 1.80GHz 4GB RAM 500GB HDD WIN10 (Refurbished)",57555598,FALSE,$296.99 ,,Not Available,3,1,HP,25hrs Trading(Tech),16,11,/ip/HP-15-ba015wm-15-6-Laptop-E2-7110-1-80GHz-4GB-RAM-500GB-HDD-WIN10-Refurbished/157555598
"Refurbished HP 840 G1 14"" Laptop, Windows 10 Home, Intel Core i5-4300U Processor, 8GB RAM, 750GB Hard Drive",56218221,FALSE,$288.89 ,,Not Available,4.6667,3,HP,Walmart,16,12,/ip/Refurbished-HP-840-G1-14-Laptop-Windows-10-Home-Intel-Core-i5-4300U-Processor-8GB-RAM-750GB-Hard-Drive/56218221
"2016 hp chromebook 11.6-inch laptop, samsung dual-core processor 1.7ghz, 2gb ram, 16gb ssd, 802.11b/g/n wifi, bluetooth, hdmi, white/blue (certified refurbished)",17260370,FALSE,$164.23 ,,Not Available,1,2,HP,Atomic Cellular,16,13,/ip/2016-hp-chromebook-11-6-inch-laptop-samsung-dual-core-processor-1-7ghz-2gb-ram-16gb-ssd-802-11b-g-n-wifi-bluetooth-hdmi-white-blue-certified-refurbis/717260370
"Refurbished Lenovo Black 14"" T430 WA5-1090 Laptop PC with Intel Core i5-3320M Processor, 8GB Memory, 256GB Solid State Drive and Windows 10 Pro",50909508,FALSE,$250.00 ,,Not Available,4.5,4,Lenovo,Discount Computer Depot,16,14,/ip/Refurbished-Lenovo-Black-14-T430-WA5-1090-Laptop-PC-with-Intel-Core-i5-3320M-Processor-8GB-Memory-256GB-Solid-State-Drive-and-Windows-10-Pro/50909508
"Refurbished Dell Black 15.6"" Latitude E6530 WA5-0854 Laptop PC with Intel Core i7-3720QM Processor, 8GB Memory, 128GB Solid State Drive and Windows 10 Pro",49822542,FALSE,$338.68 ,,Not Available,4,1,Dell,Your EPower,16,15,/ip/Refurbished-Dell-Black-15-6-Latitude-E6530-WA5-0854-Laptop-PC-Intel-Core-i7-3720QM-Processor-8GB-Memory-128GB-Solid-State-Drive-Windows-10-Pro/49822542
"Asus F705MA-DS21Q 17.3"" Laptop N5000 8GB 1TB HDD Windows 10",65542012,FALSE,$487.92 ,,Not Available,0,,ASUS,antonline.com,16,16,/ip/Asus-F705MA-DS21Q-17-3-Laptop-N5000-8GB-1TB-HDD-Windows-10/665542012
"ASUS Chromebook Laptop 11.6, Intel Celeron, 16GB Flash Storage, 4GB RAM, C202SA-YS02",52051887,FALSE,$229.99 ,,Not Available,4.0625,16,ASUS,Walmart,16,17,/ip/ASUS-Chromebook-Laptop-11-6-Intel-Celeron-16GB-Flash-Storage-4GB-RAM-C202SA-YS02/52051887
"Refurbished Lenovo Black 14"" T420 Laptop PC with Intel Core i5-2520M Processor, 6GB Memory, 500GB Hard Drive and Windows 10 Pro",47085646,FALSE,$249.59 ,,Not Available,4,9,Lenovo,Your EPower,16,18,/ip/Refurbished-Lenovo-Black-14-T420-Laptop-PC-with-Intel-Core-i5-2520M-Processor-6GB-Memory-500GB-Hard-Drive-and-Windows-10-Pro/47085646
"ASUS TUF Gaming Laptop 15.6” Full HD, 8th-Gen Intel Core i5-8300H (up to 3.9GHz), GTX 1050, 8GB DDR4, 256GB M.2 SSD, Gigabit WiFi - FX504GD-WH51",88167613,FALSE,$749.99 ,,Not Available,5,1,ASUS,Walmart,16,19,/ip/ASUS-TUF-Gaming-Laptop-15-6-Full-HD-8th-Gen-Intel-Core-i5-8300H-up-to-3-9GHz-GTX-1050-8GB-DDR4-256GB-M-2-SSD-Gigabit-WiFi-FX504GD-WH51/688167613
"HP Pavilion 15-CS0079NR Ceramic White and Pale Gold 15.6 inch Touch Laptop, Windows 10, 8GB Memory, 1 TB Hard Drive, UMA Graphics, B&O Play",34538481,FALSE,$649.99 ,,Not Available,2,1,HP,Walmart,16,20,/ip/HP-Pavilion-15-CS0079NR-Ceramic-White-and-Pale-Gold-15-6-inch-Touch-Laptop-Windows-10-8GB-Memory-1-TB-Hard-Drive-UMA-Graphics-B-O-Play/734538481
"HP Spectre x360 15t Premium Convertible 2-in-1 Laptop in Dark Ash Silver (Intel 8th Gen i7 Quad Core, 8GB RAM, 256GB SSD, Nvidia Geforce MX150, 15.6"" 4K UHD 3840x2160 Touch, Stylus Pen, Win 10 Home)",46829983,FALSE,"$1,489.00 ",,Not Available,0,,HP,MichaelElectronics2,17,1,/ip/HP-Spectre-x360-15t-Premium-Convertible-2-in-1-Laptop-Dark-Ash-Silver-Intel-8th-Gen-i7-Quad-Core-8GB-RAM-256GB-SSD-Nvidia-Geforce-MX150-15-6-4K-UHD-3/446829983
"HP Pavilion Gaming Laptop 15.6""Full HD, Intel Core i7-8750, NVIDIA GeForce GTX 1060 3GB, 1TB HDD + 16GB Optane memory, 8GB SDRAM, Windows 10 - Black - 15-CX0077WM",7347907,FALSE,$879.99 ,,Available,3.8182,22,HP,Walmart,17,2,/ip/HP-Pavilion-Gaming-Laptop-15-6-Full-HD-Intel-Core-i7-8750-NVIDIA-GeForce-GTX-1060-3GB-1TB-HDD-16GB-Optane-memory-8GB-SDRAM-Windows-10-Black-15-CX0077/307347907
"Refurbished Dell Black 14"" Latitude E5430 WA5-1055 Laptop PC with Intel Core i5-3320M Processor, 16GB Memory, 256GB Solid State Drive and Windows 10 Pro",50909472,FALSE,$311.96 ,,Not Available,5,3,Dell,"ASN Depot, Inc.",17,3,/ip/Refurbished-Dell-Black-14-Latitude-E5430-WA5-1055-Laptop-PC-Intel-Core-i5-3320M-Processor-16GB-Memory-256GB-Solid-State-Drive-Windows-10-Pro/50909472
"Certified Refurbished Apple MacBook Pro 13.3"" LED Intel i5-3210M Core 2.5GHz 4GB 500GB Laptop MD101LLA",64885473,FALSE,$418.71 ,,Not Available,4,1,Apple,Always.Deals,17,4,/ip/Certified-Refurbished-Apple-MacBook-Pro-13-3-LED-Intel-i5-3210M-Core-2-5GHz-4GB-500GB-Laptop-MD101LLA/864885473
"Refurbished HP ProBook 640 G1 14"" Laptop, Windows 10 Pro, Intel Core i5-4300M Processor, 8GB RAM, 128GB Solid State Drive",55821465,FALSE,$260.00 ,,Not Available,4.5,10,HP,Walmart,17,5,/ip/Refurbished-HP-ProBook-640-G1-14-Laptop-Windows-10-Pro-Intel-Core-i5-4300M-Processor-8GB-RAM-128GB-Solid-State-Drive/55821465
"HP OMEN 17t UHD Premium Gaming and Business Laptop (Intel 8th Gen Coffee Lake i7-8750H, 16GB RAM, 1TB HDD + 512GB PCIe SSD, 17.3"" 4K UHD 3840x2160 Display, GTX 1050Ti, Backlit Keyboard, Win 10 Pro)",9831365,FALSE,"$1,949.00 ","$2,534.99 ",Not Available,0,,HP,MichaelElectronics2,17,6,/ip/HP-OMEN-17t-UHD-Premium-Gaming-Business-Laptop-Intel-8th-Gen-Coffee-Lake-i7-8750H-16GB-RAM-1TB-HDD-512GB-PCIe-SSD-17-3-4K-UHD-3840x2160-Display-GTX-1/509831365
Refurbished Apple Macbook Air MD231LL/A 13.3-inch Laptop Intel Core i5-3427U X2 1.6GHz 4GB 128GB SSD,960109,FALSE,$429.94 ,,Not Available,0,,Apple,JemJem,17,7,/ip/Refurbished-Apple-Macbook-Air-MD231LL-A-13-3-inch-Laptop-Intel-Core-i5-3427U-X2-1-6GHz-4GB-128GB-SSD/100960109
